details_name,Cube Name
Hypnotic Grifter,2
Ajani's Pridemate,2
Galloping Lizrog,2
Hunted Witness,2
Hunt for Specimens,2
Galvanic Relay,2
Hulking Metamorph,2
Horror of the Broken Lands,2
Gateway Plaza,2
Ghost Lantern,2
Gather the Townsfolk,2
Wild Slash,2
Willbender,2
Akoum Hellhound,2
Gerrard's Verdict,2
Hobbit's Sting,2
Hissing Iguanar,2
Hijack,2
Ghitu Encampment,2
Windcaller Aven,2
Windfall,2
Gaea's Blessing,2
Icehide Golem,2
Whipflare,2
Imperial Recovery Unit,2
Frogtosser Banneret,2
Heritage Druid,2
Incursion Specialist,2
Wee Dragonauts,2
Incendiary Flow,2
Frost Trickster,2
Welcome to Sweettooth,2
Improvised Club,2
Impounding Lot-Bot,2
Imperious Perfect,2
Ghost Quarter,2
Imodane's Recruiter,2
Icewrought Sentry,2
Welding Jar,2
Wing Splicer,2
Fungal Plots,2
Igneous Inspiration,2
Ifnir Deadlands,2
Hesitation,2
Whipcorder,2
Ichor Slick,2
Ichor Shade,2
Furnace Gremlin,2
"Ich-Tekik, Salvage Splicer",2
Flay Essence,2
Kami's Flare,2
Vizkopa Confessor,2
Argivian Restoration,2
Faerie Seer,2
Guild Globe,2
Maestros Theater,2
Macabre Mockery,2
Lyev Skyknight,2
Faithful Mending,2
Arms of Hadar,2
"Valduk, Keeper of the Flame",2
Falkenrath Noble,2
Loxodon Warhammer,2
Guildless Commons,2
Fall from Favor,2
Lotus Petal,2
Armory of Iroas,2
Lord Skitter's Butcher,2
Fallaji Archaeologist,2
Valiant Rescuer,2
Gloomshrieker,2
Farm // Market,2
Farmstead Gleaner,2
Loam Lion,2
Prayer of Binding,2
Vampire Hexmage,2
Llanowar Reborn,2
Vampire Lacerator,2
Magic Missile,2
Magma Spray,2
Glowspore Shaman,2
Unflinching Courage,2
Explorer's Scope,2
Explosive Entry,2
Master Splicer,2
Ghitu Slinger,2
Martyr of Dusk,2
Exuberant Fuseling,2
Marsh Flitter,2
Markov Baron,2
Mark of Eviction,2
Mardu Charm,2
Eyetwitch,2
Faceless Butcher,2
Guiding Voice,2
Map the Wastes,2
Fading Hope,2
Manifold Key,2
Fae Offering,2
Manglehorn,2
Worldly Tutor,2
Malefic Scythe,2
"Malcolm, Keen-Eyed Navigator",2
Artisan of Kozilek,2
Makindi Stampede,2
Guardian of the Guildpact,2
Favored Hoplite,2
Feast of Sanity,2
Karakas,2
Lightning Spear,2
Vicious Offering,2
Fight as One,2
Wizard's Lightning,2
Krosan Grip,2
Kraul Harpooner,2
Korozda Guildmage,2
Fire Covenant,2
Fire Imp,2
Knighted Myr,2
Firebrand Archer,2
Apprentice Necromancer,2
Violent Eruption,2
Applied Biomancy,2
Fires of Victory,2
Visionary Augmenter,2
Vital Splicer,2
Fists of Flame,2
Flame Jab,2
Kessig Malcontents,2
Keldon Champion,2
Flameblade Adept,2
Keen Sense,2
Kazuul's Fury,2
"Kasmina, Enigmatic Mentor",2
Hateful Eidolon,2
Laboratory Maniac,2
Arboreal Grazer,2
Lampad of Death's Vigil,2
"Halsin, Emerald Archdruid",2
Vanish into Memory,2
Ardenvale Tactician,2
Glint Hawk Idol,2
Lightning Berserker,2
Feast of the Victorious Dead,2
Light the Way,2
Ardent Electromancer,2
Feat of Resistance,2
"Halana, Kessig Ranger",2
Arcum's Astrolabe,2
Leonin Relic-Warder,2
Festering Goblin,2
Land Tax,2
Leaden Myr,2
Lazotep Plating,2
Lazotep Chancellor,2
Veinfire Borderpost,2
Lawmage's Binding,2
Arcbound Whelp,2
Arcbound Stinger,2
Arcbound Slasher,2
Hapless Researcher,2
Veteran Motorist,2
Lash of Malice,2
Armored Scrapgorger,2
Skittering Surveyor,2
Sylvan Messenger,2
Road // Ruin,2
River Hoopoe,2
Squirrel Nest,2
Cranial Archive,2
Boundary Lands Ranger,2
Crashing Drawbridge,2
Risen Reef,2
Stalwart Valkyrie,2
Rise from the Tides,2
Rigging Runner,2
Ride Down,2
Riddlesmith,2
Riddleform,2
Crippling Fatigue,2
Boseiju Reaches Skyward,2
Crypt Rats,2
Steel Sabotage,2
Cryptic Caves,2
Retreat to Hagra,2
Steppe Lynx,2
Springbloom Druid,2
Rob the Archives,2
Restoration Gearsmith,2
Countervailing Winds,2
Brimstone Volley,2
Sage's Dousing,2
Safehold Elite,2
Contagion,2
Saddled Rimestag,2
Contagious Vorrac,2
Briber's Purse,2
Briarhorn,2
"Breeches, Brazen Plunderer",2
Rumor Gatherer,2
Cooped Up,2
Breath of Life,2
Rowan's Grim Search,2
Rotting Rats,2
Rosethorn Acolyte,2
Rooting Moloch,2
Spitebellows,2
Rona's Vortex,2
Brave the Wilds,2
Restoration Specialist,2
Boros Guildmage,2
Raiders' Karve,2
Stream of Thought,2
Striped Riverwinder,2
Bomat Bazaar Barge,2
Stubborn Denial,2
Ratcatcher Trainee,2
Ransack the Lab,2
Study Break,2
Ramunap Ruins,2
Rampaging Monument,2
Ramosian Sergeant,2
Dawnbringer Cleric,2
Su-Chi,2
"Subira, Tulzidi Caravanner",2
Ral's Outburst,2
Dead // Gone,2
Sudden Breakthrough,2
Suffocating Fumes,2
Deadeye Quartermaster,2
Rakdos Charm,2
Death Wind,2
Street Wraith,2
Rebel Salvo,2
Cultivate,2
Strangleroot Geist,2
Cunning Sparkmage,2
Renegade Wheelsmith,2
Renegade Reaper,2
Renegade Rallier,2
Renegade Map,2
Boros Challenger,2
Curious Obsession,2
Boon of the Wish-Giver,2
Curse of Shallow Graves,2
Cut Short,2
Bookwurm,2
Daredevil Dragster,2
"Dargo, the Shipwrecker",2
Stormblood Berserker,2
Stormchaser Drake,2
Stormchaser Mage,2
Daring Piracy,2
Reckless Wurm,2
Strafe,2
Consulate Dreadnought,2
Sakura-Tribe Scout,2
Consul's Lieutenant,2
Chaplain of Alms,2
Shrine of Loyal Legions,2
Shrieking Affliction,2
Shredded Sails,2
Shrapnel Slinger,2
Slaying Fire,2
Chemister's Insight,2
Shore Up,2
Call the Scions,2
Shire Terrace,2
Shire Shirriff,2
Shipwreck Looter,2
Choking Miasma,2
Chomping Kavu,2
Call of the Death-Dweller,2
Sly Requisitioner,2
Sharae of Numbing Depths,2
Shambling Suit,2
Cage of Hands,2
"Cadira, Caller of the Small",2
Shrouded Shepherd,2
Changeling Outcast,2
Sphinx's Insight,2
Changeling Berserker,2
Skirk Ridge Exhumer,2
Skinthinner,2
Cast into the Fire,2
Castigate,2
Skullcrack,2
Cathartic Reunion,2
Cauldron Dance,2
Sky Hussar,2
Sinister Sabotage,2
Cave of Temptation,2
Celestial Regulator,2
Silverflame Squire,2
Captain Ripley Vance,2
Skyclave Shadowcat,2
Silver Myr,2
Silhana Ledgewalker,2
Chandra's Pyrohelix,2
Skyknight Legionnaire,2
Sign in Blood,2
Shadow Summoning,2
Cacophony Scamp,2
Smokebraider,2
Cabaretti Courtyard,2
Bubble Snare,2
Scrapwork Cohort,2
Spare Supplies,2
Scorched Rusalka,2
Brushfire Elemental,2
Scalding Cauldron,2
Savage Stomp,2
Savage Smash,2
Savage Punch,2
Conclave Cavalier,2
Brokers Hideout,2
Conclave Naturalists,2
Broken Wings,2
Spellgorger Weird,2
Broken Bond,2
Sphere of the Suns,2
Samwise the Stouthearted,2
Samite Herbalist,2
Consecrate // Consume,2
Collision // Colossus,2
Collector's Vault,2
Coldsteel Heart,2
Secluded Courtyard,2
Cabal Ritual,2
Cleric Class,2
Snooping Newsie,2
Soaring Thought-Thief,2
Cloudgoat Ranger,2
Seismic Wave,2
Seething Song,2
Secluded Steppe,2
Solitary Sanctuary,2
Coiling Stalker,2
Season of Renewal,2
Soltari Monk,2
Soltari Priest,2
Codex Shredder,2
Songs of the Damned,2
Sonic Assault,2
Soul Sear,2
Seal Away,2
Raiders' Wake,2
Gold Myr,2
Quench,2
Deem Worthy,2
Bloodwater Entity,2
Bloodthrone Vampire,2
Destiny Spinner,2
Blood Aspirant,2
Prince Imrahil the Fair,2
Swiftfoot Boots,2
Pulse of Murasa,2
Swift Warkite,2
Quakefoot Cyclops,2
Swamp,2
Depose // Deploy,2
Deprive,2
Probe,2
Board the Weatherlight,2
Quirion Dryad,2
Quiet Speculation,2
Psionic Blast,2
Bloodline Pretender,2
Quicksand,2
Defiant Strike,2
Professor of Symbology,2
Queen Allenal of Ruadach,2
Protect the Negotiators,2
Deputy of Acquittals,2
Sunscape Familiar,2
Prophetic Titan,2
Priest of Titania,2
Sunhome Guildmage,2
Surgical Skullbomb,2
Blood for Bones,2
Demolition Field,2
Prey's Vengeance,2
"Firja, Judge of Valor",1
Ancestor's Chosen,1
Foundry Hornet,1
"Anara, Wolvid Familiar",1
Burn Away,1
"Anafenza, Kin-Tree Spirit",1
Constable of the Realm,1
Depths of Desire,1
Dismal Backwater,1
Foundry of the Consuls,1
Fourth Bridge Prowler,1
Codespell Cleric,1
Cobbled Wings,1
Cobbled Lancer,1
Ambush Viper,1
Disinformation Campaign,1
Coastline Marauders,1
Apprentice Sharpshooter,1
Blisterspit Gremlin,1
Ambuscade Shaman,1
Burning Prophet,1
Coercion,1
Blackmail,1
Ancestral Anger,1
Aquamoeba,1
Colossal Majesty,1
Forge Boss,1
Forging the Tyrite Sword,1
Departed Deckhand,1
Ancient Hydra,1
Blizzard Brawl,1
Built to Last,1
Built to Smash,1
Forsaken Sanctuary,1
Anchor to Reality,1
Fortifying Draught,1
Fortuitous Find,1
Firemaw Kavu,1
Black Dragon Gate,1
Firefist Striker,1
Bump in the Night,1
Cogwork Spy,1
Firecannon Blast,1
Founding the Third Path,1
Blackbloom Rogue,1
Ancestral Blade,1
Blade Instructor,1
Frenzied Arynx,1
First Day of Class,1
Alpine Guide,1
Frostveil Ambush,1
Clockwork Fox,1
Frostwalk Bastion,1
Frozen Aether,1
Frozen Solid,1
Fuel for the Cause,1
Clockspinning,1
Funeral Pyre,1
Funeral Rites,1
Fungal Infection,1
By Force,1
Bladegraft Aspirant,1
Consul's Shieldguard,1
Fungal Reaches,1
Clock of Omens,1
Cloakwood Swarmkeeper,1
Cloakwood Hermit,1
"Alora, Merry Thief",1
Fungal Rebirth,1
Cabal Coffers,1
Birchlore Rangers,1
Cabal Initiate,1
Burrenton Bombardier,1
Frostpeak Yeti,1
Burnished Hart,1
Cloudform,1
Frenzied Goblin,1
Ambition's Cost,1
Fretwork Colony,1
Coastal Piracy,1
Coastal Discovery,1
Coalition Honor Guard,1
Clutch of the Undercity,1
Clutch of Currents,1
Fireblade Artist,1
Burning Sun's Fury,1
Fireball,1
Frost Augur,1
Fire-Belly Changeling,1
Aquastrand Spider,1
Burning Vengeance,1
Doomed Dissenter,1
Frost Bite,1
Fire Diamond,1
Burning-Tree Bloodscale,1
Blistercoil Weird,1
Blades of Velis Vel,1
Firemind Vessel,1
Disruption Protocol,1
Bird Admirer,1
Animus of Predation,1
Demon Bolt,1
Demonic Lore,1
Concerted Defense,1
Anoint with Affliction,1
Firewild Borderpost,1
Annul,1
Flaming Fist,1
Annihilating Fire,1
Flash of Insight,1
Annex Sentry,1
Bronze Walrus,1
Compulsive Research,1
Divest,1
Fireslinger,1
Dive Down,1
Animating Faerie,1
Flaying Tendrils,1
Distress,1
Concentrate,1
Fledgling Djinn,1
Aphetto Grifter,1
Fleetfeather Cockatrice,1
Conclave Guildmage,1
Flames of the Raze-Boar,1
Brokers Charm,1
Flames of the Firebrand,1
Conifer Wurm,1
First-Sphere Gargantua,1
Congregation at Dawn,1
Fissure,1
Fissure Wizard,1
Aphetto Exterminator,1
"Brinelin, the Moon Kraken",1
Flame Discharge,1
Confiscate,1
Confessor,1
Flame Javelin,1
Conductor of Cacophony,1
Flame Spill,1
Flame Sweep,1
Flame-Kin Zealot,1
Blood Petal Celebrant,1
Bite Down,1
Demolition Stomper,1
Flamekin Harbinger,1
Dokuchi Silencer,1
Flames of the Blood Hand,1
Brood Birthing,1
Broodhatch Nantuko,1
Forerunner of the Coalition,1
Footlight Fiend,1
Colossus Hammer,1
Angelic Intervention,1
Flux Channeler,1
Flywheel Racer,1
Brutal Suppression,1
Brute Force,1
Foil,1
Font of Fertility,1
Footfall Crater,1
Cliffgate,1
Footsteps of the Goryo,1
Bruenor Battlehammer,1
Dissipate,1
Colossal Plow,1
Brute Suit,1
Doom Blade,1
Angelic Favor,1
Angelheart Protector,1
Force Away,1
Angel of Vitality,1
Angel of Despair,1
Foreboding Fruit,1
Blockade Runner,1
Flower // Flourish,1
Combat Research,1
Bishop of the Bloodstained,1
Flick a Coin,1
Aphetto Runecaster,1
Complete Disregard,1
Demonic Taskmaster,1
Compelling Argument,1
Commune with Dinosaurs,1
Angler Drake,1
Flicker of Fate,1
Flickering Ward,1
Angelic Renewal,1
Common Bond,1
Appetite for the Unnatural,1
Combine Guildmage,1
Flinthoof Boar,1
Angelic Page,1
Combine Chrysalis,1
Flitting Guerrilla,1
Flood Plain,1
Conjurer's Ban,1
Flourishing Fox,1
Flourishing Strike,1
Cabal Interrogator,1
Deathreap Ritual,1
Clever Lumimancer,1
Go Blank,1
Gluttonous Slug,1
Adventuring Gear,1
Advantageous Proclamation,1
Gnarled Scarhide,1
Gnarlid Colony,1
Dimir Locket,1
Acrobatic Maneuver,1
Gnawing Vermin,1
Destructive Revelry,1
Dimir Infiltrator,1
Gnawing Zombie,1
Acolyte of the Inferno,1
Discover the Impossible,1
Challenger Troll,1
Go-Shintai of Ancient Wars,1
Chain of Vapor,1
Go-Shintai of Boundless Vigor,1
Go-Shintai of Hidden Cruelty,1
Go-Shintai of Shared Purpose,1
Accorder Paladin,1
Dimir Guildmage,1
Gobhobbler Rats,1
Chain of Smog,1
Goblin Assault,1
Adventurous Impulse,1
Blind Hunter,1
Gluttonous Slime,1
Changeling Hero,1
Charge Across the Araba,1
Aether Vial,1
Aether Tradewinds,1
Cankerous Thirst,1
Charforger,1
Aether Hub,1
Canyon Jerboa,1
Glint Hawk,1
Dimir Spybug,1
Glint-Sleeve Artisan,1
Glistener Elf,1
Glittering Frost,1
Aether Figment,1
Aeronaut Admiral,1
Charcoal Diamond,1
Aeromunculus,1
Aerial Responder,1
Canyon Wildcat,1
Glorious Gale,1
Caprichrome,1
Changeling Titan,1
Blaze,1
Glowstone Recluse,1
Academic Dispute,1
Blighted Agent,1
Dimir Guildgate,1
Dig Up the Body,1
Caught in the Brights,1
Goblin Patrol,1
Goblin Recruiter,1
Abomination of Gudul,1
Goblin Replica,1
Carnage Gladiator,1
Didn't Say Please,1
Carnival // Carnage,1
Blessed Defiance,1
Abominable Treefolk,1
Goblin Shortcutter,1
Abolish,1
Goblin Sledder,1
Goblin Taskmaster,1
Goblin War Buggy,1
Cateran Summons,1
Blight Mamba,1
Carnivorous Canopy,1
Devour Flesh,1
God-Pharaoh's Statue,1
Carnophage,1
Carrier Thrall,1
Dhund Operative,1
Goblin Medics,1
Goblin Matron,1
Abzan Guide,1
Devoted Grafkeeper,1
Goblin Cohort,1
Dimir Cluestone,1
Captain's Maneuver,1
Centaur Safeguard,1
Centaur Peacemaker,1
Centaur Healer,1
Centaur Glade,1
Goblin Flectomancer,1
Cenn's Tactician,1
Goblin Gaveleer,1
Caravan Vigil,1
Bleed Dry,1
Goblin Grenade,1
Celestial Crusader,1
Celebrity Fencer,1
Abundant Maw,1
Careful Consideration,1
Goblin Javelineer,1
Careful Cultivation,1
Blessed Alliance,1
Dimir Charm,1
Absorb Identity,1
Cavalcade of Calamity,1
Glamorous Outlaw,1
Desperate Ritual,1
Gladecover Scout,1
"Garna, the Bloodflame",1
Garrison Sergeant,1
Gate to the Afterlife,1
Gatekeeper of Malakir,1
City of Brass,1
Desert of the Indomitable,1
Gaze of the Gorgon,1
Gearshift Ace,1
Gearsmith Prodigy,1
Geistblast,1
Gelatinous Genesis,1
Gelectrode,1
Citanul Stalwart,1
Gempalm Incinerator,1
Alchemist's Vial,1
Generator Servant,1
Albino Troll,1
Alabaster Host Intercessor,1
Diregraf Ghoul,1
Akroan Crusader,1
Citadel Gate,1
Calamity's Wake,1
Desert of the Mindful,1
Get the Point,1
Garrison Cat,1
Garbage Fire,1
Geth's Verdict,1
Civic Wayfinder,1
Clear the Mind,1
Fyndhorn Elder,1
Alloy Animist,1
Gadwick's First Duel,1
Clay Revenant,1
Gaea's Anthem,1
Aquatic Alchemist,1
Clay Golem,1
Clawing Torment,1
Blinding Souleater,1
Cabal Therapy,1
Allay,1
Cabaretti Charm,1
Desert of the Fervent,1
"Alirios, Enraptured",1
Clan Guildmage,1
Discerning Financier,1
"Alena, Kessig Trapper",1
Bladewing's Thrall,1
Desert of the Glorified,1
Galvanic Juggernaut,1
Disappearing Act,1
Gandalf's Sanction,1
Calciform Pools,1
Ghastly Demise,1
"Glacian, Powerstone Engineer",1
Despark,1
Dire Fleet Hoarder,1
Gifted Aetherborn,1
Agony Warp,1
"Callaphe, Beloved of the Sea",1
Gigadrowse,1
"Gilanra, Caller of Wirewood",1
Aggressive Sabotage,1
Gilder Bairn,1
Agent of the Iron Throne,1
Check for Traps,1
Gilt-Leaf Winnower,1
Agent of Masks,1
Chatter of the Squirrel,1
Agent of Acquisitions,1
Against All Odds,1
Cancel,1
Aethershield Artificer,1
Dire Fleet Captain,1
Glacial Grasp,1
Glacial Revelation,1
Candletrap,1
Charge Through,1
Aetherborn Marauder,1
Chief of the Edge,1
Call to the Feast,1
Ghirapur Aether Grid,1
Giant Ox,1
Circle of the Land Druid,1
Cinder Barrens,1
Akoum Battlesinger,1
Calcite Snapper,1
Chrome Courier,1
Ghitu Lavarunner,1
Calculated Dismissal,1
Call of the Conclave,1
Akki Ember-Keeper,1
Call of the Herd,1
Blinding Drone,1
Dire Tactics,1
Chimeric Idol,1
Chill to the Bone,1
Ghost Ship,1
Airborne Aid,1
Ghostfire,1
Desert of the True,1
Chief of the Scale,1
Dire Fleet Warmonger,1
Desert's Hold,1
Giant Growth,1
Dire Fleet Interloper,1
Fire Ambush,1
Arborback Stomper,1
Brine Hag,1
Beloved Princess,1
Emissary of Despair,1
"Danitha Capashen, Paragon",1
Bad River,1
Backstreet Bruiser,1
Empyrean Eagle,1
Empyrial Armor,1
Enchanted Carriage,1
Boneyard Wurm,1
D'Avenant Trapper,1
Cutthroat Contender,1
Book of Mazarbul,1
Enslave,1
Elvish Aberration,1
Boomerang,1
Gold-Forged Thopteryx,1
Boon of Safety,1
Enthusiastic Study,1
Entish Restoration,1
Customs Depot,1
Azusa's Many Journeys,1
Custodi Squire,1
Azure Fleet Admiral,1
Azorius Skyguard,1
Ephara's Enlightenment,1
Emeria Captain,1
Bellowing Saddlebrute,1
Drogskol Captain,1
Dromar's Cavern,1
Elvish Hydromancer,1
Dark Betrayal,1
Daring Skyjek,1
Ballyrush Banneret,1
Ballista Charger,1
Elvish Rejuvenator,1
Balduvian Frostwaker,1
Elvish Vanguard,1
Dross Golem,1
Daring Saboteur,1
Bellowing Bruiser,1
Daring Demolition,1
Emancipation Angel,1
Embalmer's Tools,1
Ember-Fist Zubera,1
Drooling Groodion,1
Embereth Veteran,1
Embersmith,1
Embodiment of Insight,1
Embodiment of Spring,1
Daring Buccaneer,1
Darigaaz's Caldera,1
Dromoka Captain,1
Dripping-Tongue Zubera,1
Epic Confrontation,1
Epic Downfall,1
Cuombajj Witches,1
Cunning Survivor,1
Axgard Artisan,1
Axebane Guardian,1
Boros Cluestone,1
Aviary Mechanic,1
Benevolent Blessing,1
Bloodrage Brawler,1
Essence Flux,1
Boros Guildgate,1
Deepwater Hypnotist,1
Essence Warden,1
Avian Changeling,1
Aven Mindcensor,1
Cult Guildmage,1
Etched Familiar,1
Etched Oracle,1
Aven Liberator,1
Boros Locket,1
Ethercaste Knight,1
Ethereal Ambush,1
Culling the Weak,1
Boros Recruit,1
Avalanche Riders,1
Essence Depleter,1
Azorius Aethermage,1
Epochrasite,1
Essence Backlash,1
Boreal Druid,1
Era of Enlightenment,1
Curious Pair,1
Boreal Outrider,1
Azorius Ploy,1
Azorius Locket,1
Born to Drive,1
Azorius Knight-Arbiter,1
Curiosity,1
Errand-Rider of Gondor,1
Erstwhile Trooper,1
Azorius Guildmage,1
Escape Protocol,1
Azorius Guildgate,1
Curate,1
Azorius First-Wing,1
Drifting Meadow,1
Escaped Experiment,1
Dregscape Zombie,1
Dregscape Sliver,1
Esper Stormblade,1
Azorius Cluestone,1
Beneath the Sands,1
Elvish Handservant,1
Bonecaller Cleric,1
Ethersworn Shieldmage,1
Battle Brawler,1
Bogardan Dragonheart,1
Deadeye Rig-Hauler,1
Battle Hymn,1
Debilitating Injury,1
Eccentric Farmer,1
Echo Tracer,1
Deadeye Plunderers,1
Debt to the Deathless,1
Dune Mover,1
Dead Drop,1
Duergar Hedge-Mage,1
Dual Strike,1
Band Together,1
Ecstatic Awakener,1
Edgar's Awakening,1
Battering Craghorn,1
Edgewalker,1
Bogardan Firefiend,1
Boggart Ram-Gang,1
Bastion Mastodon,1
Eerie Soultender,1
Boiling Earth,1
Bearded Axe,1
Boarding Party,1
Ebony Fly,1
Easy Prey,1
Eastfarthing Farmer,1
Easterling Vanguard,1
Bear's Companion,1
Beanstalk Wurm,1
Death-Rattle Oni,1
Deathspore Thallid,1
Duskmantle Guildmage,1
Dunland Crebain,1
Death Frenzy,1
Beamtown Beatstick,1
Dwarven Forge-Chanter,1
Dwarven Hammer,1
Deafening Silence,1
Body Dropper,1
Bog Witch,1
Dwarven Reinforcements,1
Dynacharge,1
Dunes of the Dead,1
Beamsplitter Mage,1
Dúnedain Blade,1
Deadly Designs,1
Deadly Alliance,1
Deadeye Tormentor,1
Eager First-Year,1
Battlewise Hoplite,1
Efficient Construction,1
Efreet Weaponmaster,1
Ego Drain,1
Daru Sanctifier,1
Bolt Bend,1
Daru Lancer,1
Bolt Hound,1
Darkwater Egg,1
"Ellyn Harbreeze, Busybody",1
Darksteel Mutation,1
Bloodthirsty Aerialist,1
"Elrond, Lord of Rivendell",1
Bombard,1
Drowsing Tyrannodon,1
Bond Beetle,1
Drownyard Behemoth,1
Darkblade Agent,1
Decommission,1
Drown in Sorrow,1
Dark Inquiry,1
Banishing Knack,1
Elusive Krasis,1
Elusive Spellfist,1
Dark Heart of the Wood,1
Bane of Bala Ged,1
Deconstruct,1
Bane Alley Broker,1
Elite Scaleguard,1
Barge In,1
Eidolon of Rhetoric,1
Bolrac-Clan Crusher,1
Elaborate Firecannon,1
Basilica Skullbomb,1
Basilica Screecher,1
Basilica Bell-Haunt,1
Bojuka Bog,1
Base Camp,1
Blossoming Sands,1
"Davriel, Rogue Shadowmage",1
Bloody Betrayal,1
Basalt Ravager,1
Bola Slinger,1
Dauthi Horror,1
Barren Moor,1
Beckoning Will-o'-Wisp,1
Carven Caryatid,1
Beetleform Mage,1
Electrostatic Bolt,1
Dauntless Unity,1
Elegant Entourage,1
Elemental Masterpiece,1
Druidic Ritual,1
Elephant Guide,1
Dauntless River Marshal,1
Etherium Spinner,1
Avalanche Caller,1
Final Reward,1
Breakthrough,1
Fathom Fleet Boarder,1
Armillary Sphere,1
Fathom Fleet Cutthroat,1
Armed and Armored,1
Fathom Fleet Swordjack,1
Armament Corps,1
Drag to the Underworld,1
Corpse Churn,1
Fearless Skald,1
Drag Under,1
Argivian Phalanx,1
Feast of Succession,1
Coursers' Accord,1
Corpse Augur,1
Breath of Darigaaz,1
Delirium,1
Ardent Recruit,1
Draconic Roar,1
Ardent Elementalist,1
Corpse Appraiser,1
Coretapper,1
Coral Atoll,1
Binding Grasp,1
Fecundity,1
Fatestitcher,1
Breaker of Armies,1
Fast // Furious,1
Bloodflow Connoisseur,1
Brass Herald,1
Defile,1
Courier's Briefcase,1
Fall of the Gavel,1
Courageous Outrider,1
Dragon Cultist,1
Fallaji Vanguard,1
Countersquall,1
Fallen Askari,1
Devour in Flames,1
Familiar's Ruse,1
Fang of Shigeki,1
Far // Away,1
Far Traveler,1
Armored Skaab,1
Bind the Monster,1
Farfinder,1
Brawn,1
Brazen Buccaneers,1
Cosmic Hunger,1
Corrupt,1
Deliberate,1
Corpsehatch,1
Feed the Cauldron,1
Copper Longlegs,1
Copper Host Crusher,1
Fieldmist Borderpost,1
Containment Breach,1
Double Stroke,1
Brightstone Ritual,1
Fierce Witchstalker,1
Fiery Cannonade,1
Fiery Fall,1
Fiery Inscription,1
Bloodcrazed Hoplite,1
Arcane Subtraction,1
Demolish,1
Arcane Signet,1
Consume Strength,1
Doomskar Oracle,1
Consult the Necrosages,1
Doomfall,1
Fight with Fire,1
Consulate Surveillance,1
Deathgreeter,1
Bioshift,1
Brine Elemental,1
Final Parting,1
Aradara Express,1
Final Payment,1
Dovin's Acuity,1
Bloodfell Caves,1
Biolume Egg,1
Field Trip,1
Feeling of Dread,1
Convolute,1
Feign Death,1
Archway Commons,1
Archive Dragon,1
Bred for the Hunt,1
Archipelagore,1
Feral Animist,1
Archfiend's Vessel,1
Draconic Disciple,1
Ferocity of the Wilds,1
Ferropede,1
Archetype of Aggression,1
Fertilid,1
Festercreep,1
Dovin's Veto,1
Festival Crasher,1
Contract Killing,1
Feywild Visitor,1
Contraband Kingpin,1
Contentious Plan,1
Bretagard Stronghold,1
Contemplation,1
Bramble Wurm,1
Falkenrath Exterminator,1
Culling Dais,1
Drannith Stinger,1
Borrowed Time,1
Crow of Dark Tidings,1
Expedite,1
Crow Storm,1
Attended Knight,1
Crosis's Catacombs,1
"Borrowing 100,000 Arrows",1
Crooked Custodian,1
Attended Healer,1
Atraxa's Skitterfang,1
Exploding Borders,1
Explosive Vegetation,1
Court Homunculus,1
Atog,1
Atarka Efreet,1
Extinguish All Hope,1
Astral Steel,1
Extract from Darkness,1
Drannith Healer,1
Assemble the Rank and Vile,1
Extremely Slow Zombie,1
Extruder,1
Bosk Banneret,1
Bottle Gnomes,1
Expand the Sphere,1
Cruel Witness,1
Audacious Infiltrator,1
Borrowed Hostility,1
Crystallization,1
Auriok Sunchaser,1
Eureka Moment,1
Berg Strider,1
Defiant Falcon,1
Crystal Grotto,1
Evolving Adaptive,1
Auntie's Snitch,1
Excavated Wall,1
Crystal Dragon,1
Defiant Salvager,1
Dream Fracture,1
Excavation Mole,1
Dreadship Reef,1
Exclusion Mage,1
Auger Spree,1
Executioner's Swing,1
Boros Swiftblade,1
Exoskeletal Armor,1
Crush,1
Crumbling Vestige,1
Audacious Thief,1
Exotic Pets,1
Bottomless Pit,1
Bestial Menace,1
Eye Collector,1
Faerie Macabre,1
Beyeen Veil,1
Big Game Hunter,1
Artificer's Assistant,1
Bounty of the Hunt,1
Dragonfly Suit,1
Artful Takedown,1
Artful Maneuver,1
Cram Session,1
Cradle of the Accursed,1
Arterial Flow,1
Bloodfray Giant,1
Dragon Mage,1
Crackling Doom,1
Arrest,1
Brago's Favor,1
Fairgrounds Warden,1
"Aron, Benalia's Ruin",1
Big Play,1
Arni Slays the Troll,1
Crack Open,1
Covetous Castaway,1
Dragon Hunter,1
Arms Dealer,1
Drain Life,1
Arvad the Cursed,1
Crippling Chill,1
Faerie Harbinger,1
Assault Zeppelid,1
Eye of Nowhere,1
Eyeblight Cullers,1
Eyeblight's Ending,1
Eyes in the Skies,1
Crimson Wisps,1
Eyes of Gitaxias,1
Bouncer's Beatdown,1
Fa'adiyah Seer,1
Bound in Gold,1
Crimson Fleet Commodore,1
Bound in Silence,1
Assault Formation,1
Criminal Past,1
Creakwood Ghoul,1
Crawling Infestation,1
Dramatist's Puppet,1
Assault // Battery,1
Ashnod's Transmogrant,1
Ashnod's Altar,1
Ashenmoor Gouger,1
Crawl from the Cellar,1
"Ash, Party Crasher",1
"Falthis, Shadowcat Familiar",1
Loathsome Chimera,1
Golden Demise,1
Smoldering Crater,1
Smite the Monstrous,1
Smelt-Ward Minotaur,1
Smallpox,1
"Slurrk, All-Ingesting",1
